Celsius,Fahrenheit,Humidity
24.44445,76.00001,50.958199211021
26.1111,78.99998,45.947828275383
26.66668,80.000024,43.938315392942
27.22222,80.999996,42.944337052636
27.77776,81.999968,41.932666453347
28.33334,83.000012,40.934900765533
28.88888,83.999984,40.926653019772
29.44445,85.00001,39.933080832386
29.44445,85.00001,40.933296864686
29.44445,85.00001,39.933080832386
30.0,86.0,39.929367883492
30.0,86.0,38.926652104305
30.55557,87.000026,38.927106627976
30.55557,87.000026,39.925974808577
30.55557,87.000026,39.925974808577
31.1111,87.99998000000001,37.927703559282
31.1111,87.99998000000001,37.927703559282
31.1111,87.99998000000001,36.923707898049
31.1111,87.99998000000001,35.930144804601
31.66668,89.000024,34.925319616752
31.66668,89.000024,33.921652946125
31.66668,89.000024,34.925319616752
32.22222,89.999996,33.928513136795
32.22222,89.999996,32.93005518071
32.77776,90.999968,31.925402098221
32.77776,90.999968,29.922805489456
32.77776,90.999968,29.922805489456
32.77776,90.999968,28.926704718941
32.77776,90.999968,28.926704718941
32.77776,90.999968,
33.33334,92.000012,27.925275963174
33.33334,92.000012,27.925275963174
33.33334,92.000012,27.925275963174
33.33334,92.000012,26.932210342498
33.88888,92.999984,26.932376446456
33.88888,92.999984,25.935987033624
33.88888,92.999984,26.932376446456
33.88888,92.999984,26.932376446456
33.88888,92.999984,26.932376446456
33.88888,92.999984,26.932376446456
34.44445,94.00001,26.922917055518
33.88888,92.999984,26.932376446456
33.88888,92.999984,26.932376446456
33.88888,92.999984,27.921696556916
33.88888,92.999984,27.921696556916
33.88888,92.999984,27.921696556916
33.33334,92.000012,28.929382766434
33.33334,92.000012,28.929382766434
32.77776,90.999968,29.922805489456
32.77776,90.999968,30.926637180226
32.22222,89.999996,32.93005518071
31.66668,89.000024,33.921652946125
31.1111,87.99998000000001,34.922456841516
31.1111,87.99998000000001,34.922456841516
31.1111,87.99998000000001,35.930144804601
31.1111,87.99998000000001,34.922456841516
31.1111,87.99998000000001,36.923707898049
30.55557,87.000026,37.923110548175
30.0,86.0,39.929367883492
29.44445,85.00001,40.933296864686
28.88888,83.999984,41.937600348867
